dt,sku_id,warehouse_id,begin_on_hand_qty,begin_locked_qty,begin_available_qty,end_on_hand_qty,end_locked_qty,end_available_qty,defect_qty,in_transit_qty,max_onhand_qty,min_onhand_qty,avg_on_hand_qty,avg_available_qty,inventory_cost_amt,turnover_days,stock_age_days,etl_time
2026-07-02,1017,2,14122,1696,12426,14122,1696,12426,4,23,14635,13038,14122,12426,119122.7700,84,62,"2026-09-04 12:34:54"
2026-07-02,1017,3,4972,631,4341,4972,631,4341,4,35,5224,4584,4972,4341,529161.9000,61,105,"2026-09-04 12:34:54"
2026-07-02,1018,1,5027,333,4694,5027,333,4694,5,45,5450,4890,5027,4694,727547.2200,43,49,"2026-09-04 12:34:54"
2026-07-02,1018,2,4651,317,4334,4651,317,4334,4,19,4753,4264,4651,4334,331197.9400,35,101,"2026-09-04 12:34:54"
2026-07-02,1018,3,5145,292,4853,5145,292,4853,1,21,5532,4977,5145,4853,154878.5000,50,115,"2026-09-04 12:34:54"
2026-07-02,1019,1,6036,572,5464,6036,572,5464,4,30,6363,5966,6036,5464,279298.8600,32,97,"2026-09-04 12:34:54"
2026-07-02,1019,2,2314,163,2151,2314,163,2151,0,40,2465,2284,2314,2151,352425.1900,65,39,"2026-09-04 12:34:54"
2026-07-02,1019,3,2966,306,2660,2966,306,2660,1,37,3145,2747,2966,2660,129946.3100,31,91,"2026-09-04 12:34:54"
2026-07-02,1020,1,8242,899,7343,8242,899,7343,1,43,8916,7653,8242,7343,1014881.9700,44,70,"2026-09-04 12:34:54"
2026-07-02,1020,2,639,40,599,639,40,599,2,39,659,608,639,599,45563.4500,49,84,"2026-09-04 12:34:54"
2026-07-02,1020,3,9103,1053,8050,9103,1053,8050,4,5,9529,8827,9103,8050,166022.7300,46,177,"2026-09-04 12:34:54"
2026-07-02,1021,1,5005,364,4641,5005,364,4641,3,16,5031,4753,5005,4641,513575.1300,29,122,"2026-09-04 12:34:54"
2026-07-02,1021,2,7080,788,6292,7080,788,6292,5,25,7171,6450,7080,6292,1146796.1800,34,6,"2026-09-04 12:34:54"
2026-07-02,1021,3,8893,639,8254,8893,639,8254,4,21,8900,8074,8893,8254,1576940.9400,50,44,"2026-09-04 12:34:54"
2026-07-02,1022,1,6528,580,5948,6528,580,5948,3,42,6889,6070,6528,5948,765792.4300,33,114,"2026-09-04 12:34:54"
2026-07-02,1022,2,6507,473,6034,6507,473,6034,4,29,6714,6267,6507,6034,550397.0300,52,178,"2026-09-04 12:34:54"
2026-07-02,1022,3,4959,600,4359,4959,600,4359,2,35,5420,4833,4959,4359,22393.0900,32,93,"2026-09-04 12:34:54"
2026-07-02,1023,1,5666,552,5114,5666,552,5114,4,28,5879,5597,5666,5114,490047.0900,27,142,"2026-09-04 12:34:54"
2026-07-02,1023,2,1175,129,1046,1175,129,1046,5,6,1291,1084,1175,1046,148488.2500,25,171,"2026-09-04 12:34:54"
2026-07-02,1023,3,932,47,885,932,47,885,5,41,973,914,932,885,133999.6600,55,76,"2026-09-04 12:34:54"
2026-07-02,1024,1,5778,461,5317,5778,461,5317,1,20,6309,5580,5778,5317,791080.7500,30,1,"2026-09-04 12:34:54"
2026-07-02,1024,2,3932,388,3544,3932,388,3544,4,5,4020,3636,3932,3544,276113.5900,80,33,"2026-09-04 12:34:54"
2026-07-02,1024,3,5036,604,4432,5036,604,4432,2,32,5323,4882,5036,4432,218592.6600,126,166,"2026-09-04 12:34:54"
2026-07-02,1025,1,4764,562,4202,4764,562,4202,4,18,5202,4726,4764,4202,41133.3100,41,51,"2026-09-04 12:34:54"
2026-07-02,1025,2,1498,168,1330,1498,168,1330,3,49,1505,1370,1498,1330,244889.4400,40,91,"2026-09-04 12:34:54"
2026-07-02,1025,3,1006,85,921,1006,85,921,5,45,1080,956,1006,921,28966.8900,34,113,"2026-09-04 12:34:54"
2026-07-02,1026,1,339,42,297,339,42,297,1,19,345,309,339,297,31328.4700,29,21,"2026-09-04 12:34:54"
2026-07-02,1026,2,2425,205,2220,2425,205,2220,4,23,2610,2348,2425,2220,322557.5400,31,131,"2026-09-04 12:34:54"
2026-07-02,1026,3,1367,168,1199,1367,168,1199,2,43,1464,1355,1367,1199,38620.2400,46,84,"2026-09-04 12:34:54"
2026-07-02,1027,1,14915,1717,13198,14915,1717,13198,2,3,15194,13880,14915,13198,322688.2300,67,35,"2026-09-04 12:34:54"
2026-07-02,1027,2,6971,846,6125,6971,846,6125,1,18,7287,6441,6971,6125,515961.6500,51,106,"2026-09-04 12:34:54"
2026-07-02,1027,3,1256,149,1107,1256,149,1107,5,47,1366,1234,1256,1107,45880.8800,26,177,"2026-09-04 12:34:54"
2026-07-02,1028,1,10404,1308,9096,10404,1308,9096,0,30,10690,10375,10404,9096,866955.9100,55,90,"2026-09-04 12:34:54"
2026-07-02,1028,2,3987,454,3533,3987,454,3533,1,31,4036,3864,3987,3533,680192.5300,30,55,"2026-09-04 12:34:54"
2026-07-02,1028,3,6522,477,6045,6522,477,6045,3,14,6983,6009,6522,6045,137537.9500,32,20,"2026-09-04 12:34:54"
2026-07-02,1029,1,1949,253,1696,1949,253,1696,5,7,2140,1842,1949,1696,161303.4600,67,147,"2026-09-04 12:34:54"
2026-07-02,1029,2,976,126,850,976,126,850,5,35,979,974,976,850,114055.7900,36,133,"2026-09-04 12:34:54"
2026-07-02,1029,3,970,53,917,970,53,917,2,47,1046,911,970,917,110537.8100,24,168,"2026-09-04 12:34:54"
2026-07-02,1030,1,5229,365,4864,5229,365,4864,1,3,5553,5111,5229,4864,57489.6900,29,45,"2026-09-04 12:34:54"
2026-07-02,1030,2,7885,944,6941,7885,944,6941,5,48,7943,7539,7885,6941,515979.4800,36,10,"2026-09-04 12:34:54"
2026-07-02,1030,3,1643,92,1551,1643,92,1551,2,38,1701,1579,1643,1551,82675.2900,33,141,"2026-09-04 12:34:54"
2026-07-02,1031,1,3820,376,3444,3820,376,3444,3,49,3898,3742,3820,3444,438278.8600,38,77,"2026-09-04 12:34:54"
2026-07-02,1031,2,3312,244,3068,3312,244,3068,5,22,3583,2996,3312,3068,255577.7000,38,36,"2026-09-04 12:34:54"
2026-07-02,1031,3,2569,232,2337,2569,232,2337,5,3,2646,2360,2569,2337,337307.1700,23,168,"2026-09-04 12:34:54"
2026-07-02,1032,1,6933,502,6431,6933,502,6431,0,14,7498,6366,6933,6431,463933.5900,39,115,"2026-09-04 12:34:54"
2026-07-02,1032,2,4540,456,4084,4540,456,4084,5,10,4700,4420,4540,4084,399581.2500,29,63,"2026-09-04 12:34:54"
2026-07-02,1032,3,5302,588,4714,5302,588,4714,1,40,5656,4909,5302,4714,458473.9800,47,130,"2026-09-04 12:34:54"
2026-07-02,1033,1,4502,354,4148,4502,354,4148,4,47,4634,4377,4502,4148,50710.4400,36,84,"2026-09-04 12:34:54"
2026-07-02,1033,2,11315,844,10471,11315,844,10471,4,36,12134,11004,11315,10471,796898.0800,82,66,"2026-09-04 12:34:54"
2026-07-02,1033,3,3842,489,3353,3842,489,3353,0,7,4137,3563,3842,3353,648669.8500,37,21,"2026-09-04 12:34:54"
2026-07-02,1034,1,3963,437,3526,3963,437,3526,1,37,4261,3915,3963,3526,248383.8100,35,38,"2026-09-04 12:34:54"
2026-07-02,1034,2,1034,116,918,1034,116,918,1,28,1085,944,1034,918,106141.6500,31,122,"2026-09-04 12:34:54"
2026-07-02,1034,3,3164,244,2920,3164,244,2920,0,9,3331,3110,3164,2920,433502.4600,31,65,"2026-09-04 12:34:54"
2026-07-02,1035,1,807,51,756,807,51,756,4,19,843,777,807,756,33093.5700,31,5,"2026-09-04 12:34:54"
2026-07-02,1035,2,8419,990,7429,8419,990,7429,5,47,9040,7803,8419,7429,290454.6500,42,96,"2026-09-04 12:34:54"
2026-07-02,1035,3,19986,2417,17569,19986,2417,17569,5,19,21310,18206,19986,17569,2057562.0400,99,143,"2026-09-04 12:34:54"
2026-07-02,1036,1,8003,765,7238,8003,765,7238,0,26,8693,7444,8003,7238,356536.0100,37,103,"2026-09-04 12:34:54"
2026-07-02,1036,2,1651,165,1486,1651,165,1486,1,19,1768,1614,1651,1486,180107.9800,29,92,"2026-09-04 12:34:54"
2026-07-02,1036,3,4739,466,4273,4739,466,4273,1,34,4756,4271,4739,4273,742907.6100,44,25,"2026-09-04 12:34:54"
2026-07-02,1037,1,775,84,691,775,84,691,1,35,800,698,775,691,69202.3900,23,140,"2026-09-04 12:34:54"
2026-07-02,1037,2,3342,409,2933,3342,409,2933,1,5,3432,3225,3342,2933,281473.5200,94,73,"2026-09-04 12:34:54"
2026-07-02,1037,3,5375,337,5038,5375,337,5038,3,47,5737,5043,5375,5038,690628.5700,42,114,"2026-09-04 12:34:54"
2026-07-02,1038,1,3557,447,3110,3557,447,3110,4,46,3662,3217,3557,3110,590408.4400,52,177,"2026-09-04 12:34:54"
2026-07-02,1038,2,551,70,481,551,70,481,3,12,588,533,551,481,37327.7200,25,114,"2026-09-04 12:34:54"
2026-07-02,1038,3,2266,147,2119,2266,147,2119,2,41,2319,2041,2266,2119,349259.1500,40,121,"2026-09-04 12:34:54"
2026-07-02,1039,1,3160,332,2828,3160,332,2828,0,9,3432,2861,3160,2828,451031.2600,22,54,"2026-09-04 12:34:54"
2026-07-02,1039,2,3929,230,3699,3929,230,3699,4,13,4129,3721,3929,3699,420058.4400,45,23,"2026-09-04 12:34:54"
2026-07-02,1039,3,1306,123,1183,1306,123,1183,2,30,1410,1201,1306,1183,140333.8100,51,74,"2026-09-04 12:34:54"
2026-07-02,1040,1,3616,314,3302,3616,314,3302,1,12,3964,3399,3616,3302,61473.7700,41,62,"2026-09-04 12:34:54"
2026-07-02,1040,2,818,90,728,818,90,728,2,1,832,802,818,728,68708.2000,45,169,"2026-09-04 12:34:54"
2026-07-02,1040,3,5124,258,4866,5124,258,4866,4,49,5472,4709,5124,4866,466021.2500,53,39,"2026-09-04 12:34:54"
2026-07-02,1041,1,6755,590,6165,6755,590,6165,3,47,6880,6330,6755,6165,333177.0200,32,76,"2026-09-04 12:34:54"
2026-07-02,1041,2,4221,290,3931,4221,290,3931,5,6,4552,4012,4221,3931,75878.0500,23,44,"2026-09-04 12:34:54"
2026-07-02,1041,3,20827,2404,18423,20827,2404,18423,5,24,21224,19044,20827,18423,2843682.6100,109,100,"2026-09-04 12:34:54"
2026-07-02,1042,1,1169,79,1090,1169,79,1090,3,24,1224,1064,1169,1090,42658.6300,23,136,"2026-09-04 12:34:54"
2026-07-02,1042,2,3512,179,3333,3512,179,3333,1,15,3850,3319,3512,3333,392489.9900,23,176,"2026-09-04 12:34:54"
2026-07-02,1042,3,5191,257,4934,5191,257,4934,1,28,5307,5017,5191,4934,859419.6200,28,15,"2026-09-04 12:34:54"
2026-07-02,1043,1,5980,408,5572,5980,408,5572,2,15,6131,5500,5980,5572,839824.2800,32,72,"2026-09-04 12:34:54"
2026-07-02,1043,2,14540,1356,13184,14540,1356,13184,5,44,15854,13674,14540,13184,2613204.8400,103,127,"2026-09-04 12:34:54"
2026-07-02,1043,3,913,75,838,913,75,838,1,35,994,884,913,838,36445.3100,39,6,"2026-09-04 12:34:54"
2026-07-02,1044,1,11054,822,10232,11054,822,10232,3,17,11947,10727,11054,10232,975471.4500,58,126,"2026-09-04 12:34:54"
2026-07-02,1044,2,9828,1281,8547,9828,1281,8547,0,39,10539,9747,9828,8547,622656.2800,76,139,"2026-09-04 12:34:54"
2026-07-02,1044,3,2696,176,2520,2696,176,2520,4,2,2795,2591,2696,2520,429375.2600,32,138,"2026-09-04 12:34:54"
2026-07-02,1045,1,3169,403,2766,3169,403,2766,2,1,3327,2894,3169,2766,157989.5100,76,48,"2026-09-04 12:34:54"
2026-07-02,1045,2,11926,1073,10853,11926,1073,10853,2,50,12658,11583,11926,10853,1244057.6500,87,119,"2026-09-04 12:34:54"
2026-07-02,1045,3,7493,579,6914,7493,579,6914,5,31,7874,7177,7493,6914,342005.5100,61,13,"2026-09-04 12:34:54"
2026-07-02,1046,1,3209,355,2854,3209,355,2854,3,5,3350,2985,3209,2854,99535.9500,40,61,"2026-09-04 12:34:54"
2026-07-02,1046,2,3796,428,3368,3796,428,3368,5,12,3851,3657,3796,3368,83345.4400,32,92,"2026-09-04 12:34:54"
2026-07-02,1046,3,629,57,572,629,57,572,4,6,636,613,629,572,12844.0400,35,172,"2026-09-04 12:34:54"
2026-07-02,1047,1,14528,1697,12831,14528,1697,12831,2,37,15684,14170,14528,12831,354771.6900,77,167,"2026-09-04 12:34:54"
2026-07-02,1047,2,2621,181,2440,2621,181,2440,3,30,2791,2449,2621,2440,102846.4800,19,93,"2026-09-04 12:34:54"
2026-07-02,1047,3,2907,244,2663,2907,244,2663,1,36,3111,2799,2907,2663,521827.3600,53,12,"2026-09-04 12:34:54"
2026-07-02,1048,1,6757,813,5944,6757,813,5944,1,39,6833,6099,6757,5944,1180981.8800,43,71,"2026-09-04 12:34:54"
2026-07-02,1048,2,766,45,721,766,45,721,4,17,782,729,766,721,8457.4800,27,37,"2026-09-04 12:34:54"
2026-07-02,1048,3,16394,1818,14576,16394,1818,14576,0,1,17837,16309,16394,14576,1855080.5300,83,17,"2026-09-04 12:34:54"
2026-07-02,1049,1,2723,243,2480,2723,243,2480,5,24,2741,2708,2723,2480,215712.7900,57,27,"2026-09-04 12:34:54"
2026-07-02,1049,2,4498,521,3977,4498,521,3977,5,38,4761,4233,4498,3977,498725.7900,59,1,"2026-09-04 12:34:54"
2026-07-02,1049,3,4529,404,4125,4529,404,4125,0,14,4560,4293,4529,4125,401496.2600,47,14,"2026-09-04 12:34:54"
2026-07-02,1050,1,7794,476,7318,7794,476,7318,1,2,7866,7360,7794,7318,702285.0500,37,70,"2026-09-04 12:34:54"
2026-07-02,1050,2,6931,876,6055,6931,876,6055,0,5,7494,6654,6931,6055,734929.0800,38,46,"2026-09-04 12:34:54"
2026-07-02,1050,3,2485,242,2243,2485,242,2243,2,27,2593,2457,2485,2243,290639.1100,19,62,"2026-09-04 12:34:54"
2026-07-03,1001,1,9104,947,8157,9104,947,8157,1,1,9987,8717,9104,8157,133016.9500,47,22,"2026-09-04 12:34:54"
2026-07-03,1001,2,9193,815,8378,9193,815,8378,1,2,9240,8435,9193,8378,617528.7800,71,104,"2026-09-04 12:34:54"
2026-07-03,1001,3,8180,1045,7135,8180,1045,7135,5,12,8340,8142,8180,7135,422928.9400,39,91,"2026-09-04 12:34:54"
2026-07-03,1002,1,10406,1189,9217,10406,1189,9217,2,12,11265,9718,10406,9217,1611184.1800,74,27,"2026-09-04 12:34:54"
2026-07-03,1002,2,6629,709,5920,6629,709,5920,1,4,7006,6525,6629,5920,488822.2700,44,107,"2026-09-04 12:34:54"
2026-07-03,1002,3,2375,240,2135,2375,240,2135,3,41,2485,2195,2375,2135,102848.3400,71,166,"2026-09-04 12:34:54"
2026-07-03,1003,1,3251,196,3055,3251,196,3055,1,6,3522,2964,3251,3055,589102.4900,23,120,"2026-09-04 12:34:54"
2026-07-03,1003,2,10834,1209,9625,10834,1209,9625,5,41,11391,9842,10834,9625,1443679.0200,61,95,"2026-09-04 12:34:54"
2026-07-03,1003,3,6205,771,5434,6205,771,5434,1,28,6443,6196,6205,5434,896105.5800,36,76,"2026-09-04 12:34:54"
2026-07-03,1004,1,19792,1147,18645,19792,1147,18645,3,32,20115,18133,19792,18645,390259.1800,101,86,"2026-09-04 12:34:54"
2026-07-03,1004,2,6055,646,5409,6055,646,5409,1,18,6569,5936,6055,5409,683489.1000,33,57,"2026-09-04 12:34:54"
2026-07-03,1004,3,4160,438,3722,4160,438,3722,2,25,4395,3804,4160,3722,485468.8100,40,161,"2026-09-04 12:34:54"
2026-07-03,1005,1,4621,511,4110,4621,511,4110,4,31,4985,4294,4621,4110,729501.2200,31,21,"2026-09-04 12:34:54"
2026-07-03,1005,2,2538,218,2320,2538,218,2320,5,28,2742,2420,2538,2320,198581.7400,38,114,"2026-09-04 12:34:54"
2026-07-03,1005,3,9835,1021,8814,9835,1021,8814,1,12,9920,9206,9835,8814,1126780.9200,46,20,"2026-09-04 12:34:54"
2026-07-03,1006,1,8200,452,7748,8200,452,7748,5,42,8207,7496,8200,7748,176295.7300,49,87,"2026-09-04 12:34:54"
2026-07-03,1006,2,3719,203,3516,3719,203,3516,0,8,3893,3356,3719,3516,595543.3700,20,36,"2026-09-04 12:34:54"
2026-07-03,1006,3,9676,815,8861,9676,815,8861,2,33,10405,8890,9676,8861,274256.3300,60,151,"2026-09-04 12:34:54"
2026-07-03,1007,1,7456,881,6575,7456,881,6575,5,24,7954,6833,7456,6575,327673.3500,54,3,"2026-09-04 12:34:54"
2026-07-03,1007,2,8262,1010,7252,8262,1010,7252,1,28,8860,7570,8262,7252,676533.1300,43,114,"2026-09-04 12:34:54"
2026-07-03,1007,3,4535,425,4110,4535,425,4110,1,18,4664,4329,4535,4110,671938.9100,50,25,"2026-09-04 12:34:54"
2026-07-03,1008,1,3157,244,2913,3157,244,2913,2,22,3329,3093,3157,2913,264751.4900,52,171,"2026-09-04 12:34:54"
2026-07-03,1008,2,10483,1053,9430,10483,1053,9430,1,1,11528,10169,10483,9430,1249248.1800,62,48,"2026-09-04 12:34:54"
2026-07-03,1008,3,4229,477,3752,4229,477,3752,1,45,4608,3902,4229,3752,380837.8100,28,58,"2026-09-04 12:34:54"
2026-07-03,1009,1,6001,353,5648,6001,353,5648,0,43,6464,5473,6001,5648,548505.3100,31,156,"2026-09-04 12:34:54"
2026-07-03,1009,2,3502,203,3299,3502,203,3299,1,23,3573,3266,3502,3299,393144.2700,26,41,"2026-09-04 12:34:54"
2026-07-03,1009,3,1708,141,1567,1708,141,1567,3,26,1812,1595,1708,1567,83239.3800,27,39,"2026-09-04 12:34:54"
2026-07-03,1010,1,2306,172,2134,2306,172,2134,2,22,2324,2114,2306,2134,79929.9400,31,175,"2026-09-04 12:34:54"
2026-07-03,1010,2,1590,143,1447,1590,143,1447,5,34,1689,1440,1590,1447,33614.0400,34,80,"2026-09-04 12:34:54"
2026-07-03,1010,3,1411,168,1243,1411,168,1243,4,41,1517,1291,1411,1243,96245.1100,54,125,"2026-09-04 12:34:54"
2026-07-03,1011,1,1796,220,1576,1796,220,1576,0,18,1874,1667,1796,1576,151924.4200,32,125,"2026-09-04 12:34:54"
2026-07-03,1011,2,3398,325,3073,3398,325,3073,3,12,3446,3327,3398,3073,576714.2100,45,129,"2026-09-04 12:34:54"
2026-07-03,1011,3,638,53,585,638,53,585,3,22,672,617,638,585,97801.0700,23,109,"2026-09-04 12:34:54"
2026-07-03,1012,1,13698,916,12782,13698,916,12782,4,12,14241,12646,13698,12782,2228258.6700,84,142,"2026-09-04 12:34:54"
2026-07-03,1012,2,6537,430,6107,6537,430,6107,1,2,6643,5956,6537,6107,888565.6700,32,35,"2026-09-04 12:34:54"
2026-07-03,1012,3,4094,237,3857,4094,237,3857,2,46,4284,4072,4094,3857,57896.2100,32,1,"2026-09-04 12:34:54"
2026-07-03,1013,1,8323,959,7364,8323,959,7364,0,46,9070,7644,8323,7364,320962.4100,45,171,"2026-09-04 12:34:54"
2026-07-03,1013,2,13453,655,12798,13453,655,12798,4,3,13969,12121,13453,12798,196255.1200,86,88,"2026-09-04 12:34:54"
2026-07-03,1013,3,4359,286,4073,4359,286,4073,1,36,4662,4110,4359,4073,173634.2800,59,110,"2026-09-04 12:34:54"
2026-07-03,1014,1,18507,1525,16982,18507,1525,16982,1,32,19353,17249,18507,16982,1208465.6400,130,67,"2026-09-04 12:34:54"
2026-07-03,1014,2,2726,254,2472,2726,254,2472,5,24,2919,2471,2726,2472,221695.4100,74,140,"2026-09-04 12:34:54"
2026-07-03,1014,3,4845,573,4272,4845,573,4272,3,25,5154,4700,4845,4272,419241.5700,31,4,"2026-09-04 12:34:54"
2026-07-03,1015,1,8299,582,7717,8299,582,7717,1,29,8376,7554,8299,7717,1012249.6200,68,19,"2026-09-04 12:34:54"
2026-07-03,1015,2,13138,1127,12011,13138,1127,12011,4,6,13511,13078,13138,12011,1214385.6200,70,28,"2026-09-04 12:34:54"
2026-07-03,1015,3,1030,65,965,1030,65,965,3,7,1101,968,1030,965,53730.4000,23,109,"2026-09-04 12:34:54"
2026-07-03,1016,1,1142,107,1035,1142,107,1035,5,35,1221,1101,1142,1035,90183.7700,31,1,"2026-09-04 12:34:54"
2026-07-03,1016,2,13630,1503,12127,13630,1503,12127,4,37,14009,13603,13630,12127,2376087.9400,86,69,"2026-09-04 12:34:54"
2026-07-03,1016,3,10562,1324,9238,10562,1324,9238,3,27,11570,10149,10562,9238,845004.8300,56,47,"2026-09-04 12:34:54"
2026-07-03,1017,1,3166,199,2967,3166,199,2967,1,30,3268,2955,3166,2967,441932.6700,38,162,"2026-09-04 12:34:54"
2026-07-03,1017,2,13369,1357,12012,13369,1357,12012,4,34,13941,12755,13369,12012,2258160.2300,81,110,"2026-09-04 12:34:54"
2026-07-03,1017,3,4712,511,4201,4712,511,4201,3,2,4850,4288,4712,4201,803599.6500,59,31,"2026-09-04 12:34:54"
2026-07-03,1018,1,5210,375,4835,5210,375,4835,2,49,5470,5048,5210,4835,150175.1600,44,144,"2026-09-04 12:34:54"
2026-07-03,1018,2,4584,312,4272,4584,312,4272,2,12,5034,4529,4584,4272,426374.4700,35,129,"2026-09-04 12:34:54"
2026-07-03,1018,3,5305,681,4624,5305,681,4624,0,2,5732,4947,5305,4624,828412.1700,48,131,"2026-09-04 12:34:54"
2026-07-03,1019,1,5841,528,5313,5841,528,5313,0,37,6183,5515,5841,5313,711480.2800,31,85,"2026-09-04 12:34:54"
2026-07-03,1019,2,2362,242,2120,2362,242,2120,5,43,2437,2150,2362,2120,230348.8800,64,180,"2026-09-04 12:34:54"
2026-07-03,1019,3,3134,244,2890,3134,244,2890,2,12,3336,2901,3134,2890,110885.6300,34,54,"2026-09-04 12:34:54"
2026-07-03,1020,1,7773,487,7286,7773,487,7286,2,33,7888,7656,7773,7286,399053.7800,43,88,"2026-09-04 12:34:54"
2026-07-03,1020,2,684,84,600,684,84,600,1,38,741,657,684,600,34305.7000,50,164,"2026-09-04 12:34:54"
2026-07-03,1020,3,8452,786,7666,8452,786,7666,3,29,8998,8272,8452,7666,720815.4400,44,87,"2026-09-04 12:34:54"
2026-07-03,1021,1,4940,338,4602,4940,338,4602,0,32,5422,4705,4940,4602,426853.5800,29,88,"2026-09-04 12:34:54"
2026-07-03,1021,2,6778,580,6198,6778,580,6198,0,17,6943,6720,6778,6198,741723.1100,33,28,"2026-09-04 12:34:54"
2026-07-03,1021,3,9386,1018,8368,9386,1018,8368,5,34,10288,8496,9386,8368,1367292.2800,50,68,"2026-09-04 12:34:54"
2026-07-03,1022,1,6498,636,5862,6498,636,5862,2,15,6897,6025,6498,5862,147320.4600,33,56,"2026-09-04 12:34:54"
2026-07-03,1022,2,6933,400,6533,6933,400,6533,0,49,6965,6562,6933,6533,523842.2500,56,47,"2026-09-04 12:34:54"
2026-07-03,1022,3,4617,287,4330,4617,287,4330,1,33,4809,4603,4617,4330,467415.6000,32,113,"2026-09-04 12:34:54"
2026-07-03,1023,1,5677,636,5041,5677,636,5041,0,22,5746,5240,5677,5041,326785.8800,27,150,"2026-09-04 12:34:54"
2026-07-03,1023,2,1177,145,1032,1177,145,1032,4,31,1191,1115,1177,1032,94045.2400,25,30,"2026-09-04 12:34:54"
2026-07-03,1023,3,999,63,936,999,63,936,3,7,1075,992,999,936,16251.6000,58,113,"2026-09-04 12:34:54"
2026-07-03,1024,1,5782,674,5108,5782,674,5108,4,43,6315,5738,5782,5108,287950.3900,29,103,"2026-09-04 12:34:54"
2026-07-03,1024,2,3758,369,3389,3758,369,3389,2,47,4080,3486,3758,3389,55030.3900,77,170,"2026-09-04 12:34:54"
2026-07-03,1024,3,4775,397,4378,4775,397,4378,4,0,5110,4377,4775,4378,857509.0600,125,145,"2026-09-04 12:34:54"
2026-07-03,1025,1,4753,612,4141,4753,612,4141,1,50,5144,4749,4753,4141,179571.9100,40,164,"2026-09-04 12:34:54"
2026-07-03,1025,2,1463,151,1312,1463,151,1312,2,41,1585,1338,1463,1312,232727.5200,39,66,"2026-09-04 12:34:54"
2026-07-03,1025,3,998,91,907,998,91,907,5,49,1043,952,998,907,150674.5200,33,75,"2026-09-04 12:34:54"
2026-07-03,1026,1,310,16,294,310,16,294,2,1,323,292,310,294,33974.6100,29,33,"2026-09-04 12:34:54"
2026-07-03,1026,2,2326,125,2201,2326,125,2201,4,12,2504,2260,2326,2201,92852.5900,31,69,"2026-09-04 12:34:54"
2026-07-03,1026,3,1316,115,1201,1316,115,1201,4,37,1407,1233,1316,1201,143044.7500,46,155,"2026-09-04 12:34:54"
2026-07-03,1027,1,14180,786,13394,14180,786,13394,4,33,15471,13978,14180,13394,406823.5300,68,179,"2026-09-04 12:34:54"
2026-07-03,1027,2,7447,857,6590,7447,857,6590,4,43,8159,6823,7447,6590,1241854.7700,55,79,"2026-09-04 12:34:54"
2026-07-03,1027,3,1152,59,1093,1152,59,1093,2,23,1237,1069,1152,1093,191864.2400,26,150,"2026-09-04 12:34:54"
2026-07-03,1028,1,9543,614,8929,9543,614,8929,5,40,9549,8641,9543,8929,1208906.4200,54,120,"2026-09-04 12:34:54"
2026-07-03,1028,2,3828,327,3501,3828,327,3501,3,21,3876,3725,3828,3501,268168.1700,30,107,"2026-09-04 12:34:54"
2026-07-03,1028,3,6653,668,5985,6653,668,5985,2,30,6674,6567,6653,5985,112472.7900,32,38,"2026-09-04 12:34:54"
2026-07-03,1029,1,1790,144,1646,1790,144,1646,1,39,1804,1616,1790,1646,186510.7400,65,164,"2026-09-04 12:34:54"
2026-07-03,1029,2,1052,87,965,1052,87,965,3,29,1073,1049,1052,965,163821.2800,41,77,"2026-09-04 12:34:54"
2026-07-03,1029,3,972,68,904,972,68,904,2,39,1015,934,972,904,76132.4500,24,30,"2026-09-04 12:34:54"
2026-07-03,1030,1,5412,282,5130,5412,282,5130,3,32,5453,4987,5412,5130,629128.9900,30,34,"2026-09-04 12:34:54"
2026-07-03,1030,2,7592,702,6890,7592,702,6890,3,29,7782,7017,7592,6890,1114369.8200,36,148,"2026-09-04 12:34:54"
2026-07-03,1030,3,1672,134,1538,1672,134,1538,5,4,1771,1578,1672,1538,252393.9400,33,103,"2026-09-04 12:34:54"
2026-07-03,1031,1,3863,446,3417,3863,446,3417,5,21,3948,3728,3863,3417,557668.1800,38,127,"2026-09-04 12:34:54"
2026-07-03,1031,2,3344,319,3025,3344,319,3025,3,46,3659,3341,3344,3025,295595.6800,38,137,"2026-09-04 12:34:54"
2026-07-03,1031,3,2466,144,2322,2466,144,2322,4,21,2509,2232,2466,2322,23895.9100,23,156,"2026-09-04 12:34:54"
2026-07-03,1032,1,6862,470,6392,6862,470,6392,1,36,7450,6542,6862,6392,95284.8600,39,113,"2026-09-04 12:34:54"
2026-07-03,1032,2,4317,258,4059,4317,258,4059,1,50,4538,4037,4317,4059,805951.8500,29,167,"2026-09-04 12:34:54"
2026-07-03,1032,3,5083,630,4453,5083,630,4453,1,5,5499,5046,5083,4453,608443.3300,44,56,"2026-09-04 12:34:54"
2026-07-03,1033,1,4902,422,4480,4902,422,4480,4,49,5172,4652,4902,4480,247981.9200,39,54,"2026-09-04 12:34:54"
2026-07-03,1033,2,11121,532,10589,11121,532,10589,3,29,11446,10691,11121,10589,94136.3400,83,81,"2026-09-04 12:34:54"
2026-07-03,1033,3,3557,232,3325,3557,232,3325,3,3,3759,3296,3557,3325,616719.9300,37,43,"2026-09-04 12:34:54"
2026-07-03,1034,1,3673,197,3476,3673,197,3476,3,10,4009,3391,3673,3476,192684.2800,35,141,"2026-09-04 12:34:54"
2026-07-03,1034,2,976,71,905,976,71,905,2,28,1032,967,976,905,72571.4600,31,2,"2026-09-04 12:34:54"
